"index_no";"Company";"TypeName";"inches";"resolution_width";"resolution_height";"touchscreen";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"gpu_name";"OpSys";"Weight";"Price"
504;"Lenovo";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";"1.10";4;"HDD";"500";"0";"Intel";"  HD Graphics 500";"windows";2.1;15931
505;"Lenovo";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";"1.60";4;"SSD";"16";"0";"Intel";"  HD Graphics 400";"other";1.25;14119
506;"Lenovo";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";1.44;50563
507;"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";"2.70";8;"Hybrid";"256";"1024";"Intel";"  HD Graphics 620";"windows";2.0;65215
508;"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";"1.60";4;"HDD";"1024";"0";"Nvidia";"  GeForce MX150";"windows";2.2;32661
509;"HP";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";"2.70";8;"SSD";"512";"0";"Intel";"  HD Graphics 620";"windows";1.34;70489
510;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";"2.80";8;"Hybrid";"256";"1024";"Nvidia";"  GeForce GTX 1060";"N/A";2.4;61219
511;"Dell";"Ultrabook";13.3;1920;1080;1;"Intel";"Core i5";"2.50";8;"SSD";"128";"0";"Intel";"  HD Graphics 620";"windows";1.29;47899
512;"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";"2.70";4;"HDD";"500";"0";"Nvidia";"  GeForce 940MX";"windows";2.2;34046
513;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";"2.50";8;"HDD";"1024";"0";"Intel";"  HD Graphics 620";"windows";2.18;44542
514;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";"1.80";16;"Hybrid";"256";"2048";"AMD";"  Radeon 530";"windows";2.2;64961
515;"Xiaomi";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";"1.80";16;"SSD";"256";"0";"Nvidia";"  GeForce MX150";"N/A";1.95;74589
516;"Asus";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";"1.10";2;"Flash Storage";"32";"0";"Intel";"  HD Graphics 500";"windows";1.1;13054
517;"HP";"Notebook";15.6;1366;768;1;"Intel";"Core i5";"1.60";4;"HDD";"1024";"0";"Intel";"  UHD Graphics 620";"windows";2.04;27784
518;"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";"2.80";24;"SSD";"512";"0";"Nvidia";"  GeForce GTX1080";"windows";2.24;158135
519;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Nvidia";"  GeForce 930MX";"windows";2.04;47366
520;"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";"  GeForce GTX1050 Ti";"windows";3.0;80133
521;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";"2.80";8;"Hybrid";"256";"1024";"Nvidia";"  GeForce GTX 1060";"windows";3.2;74539
522;"HP";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";1.32;74539
523;"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";"2.60";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";1.64;68184
524;"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i3";"2.00";4;"SSD";"128";"0";"Intel";"  HD Graphics 520";"windows";1.63;36710
525;"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i5";"1.60";8;"Hybrid";"128";"1024";"AMD";"  Radeon 530";"linux";2.8;47366
526;"Lenovo";"Notebook";24.0;1920;1080;0;"Intel";"Core i5";"2.30";8;"SSD";"256";"0";"Intel";"  HD Graphics 520";"windows";2.02;71395
527;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";"2.70";4;"HDD";"1024";"0";"Nvidia";"  GeForce 920MX";"windows";2.2;42571
528;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i3";"2.00";8;"HDD";"2048";"0";"Nvidia";"  GeForce 920MX ";"N/A";2.2;24456
529;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";"2.50";4;"HDD";"500";"0";"AMD";"  Radeon R5 M430";"windows";2.3;31169
530;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";"2.80";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";1.9;73367
531;"Dell";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";"2.80";16;"Hybrid";"128";"1024";"Nvidia";"  GeForce GTX 1070";"windows";4.42;160520
532;"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";"2.50";8;"HDD";"500";"0";"Intel";"  HD Graphics 620";"windows";2.0;45821
533;"Asus";"Notebook";15.6;3840;2160;0;"Intel";"Core i7";"2.70";8;"Hybrid";"256";"1024";"Nvidia";"  GeForce GTX 960M";"windows";2.0;69211
534;"Mediacom";"Notebook";13.3;1920;1080;0;"Intel";"Celeron Quad";"1.10";4;"SSD";"32";"0";"Intel";"  HD Graphics 500";"windows";1.2;19660
535;"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";"2.50";8;"Hybrid";"128";"1024";"Nvidia";"  GeForce GTX 1060";"windows";2.3;87859
536;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";"2.80";8;"SSD";"256";"0";"Nvidia";"  GeForce 930MX";"windows";1.93;72940
537;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";"1.60";8;"SSD";"256";"0";"AMD";"  Radeon 530";"windows";2.2;42486
538;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Pentium Quad";"1.60";4;"SSD";"256";"0";"Intel";"  HD Graphics 405";"windows";1.86;21258
539;"HP";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";"2.80";12;"HDD";"1024";"0";"Nvidia";"  GeForce GTX 1060";"windows";2.62;95851
540;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Nvidia";"  GeForce 940MX";"windows";1.87;45768
541;"Dell";"Ultrabook";13.3;3200;1800;1;"Intel";"Core i7";"1.80";8;"SSD";"256";"0";"Intel";"  UHD Graphics 620";"windows";1.2;74539
542;"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i3";"2.00";4;"SSD";"128";"0";"Intel";"  HD Graphics 520";"windows";1.6;39207
543;"HP";"Ultrabook";13.3;3200;1800;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";1.34;61006
544;"Acer";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";"2.50";8;"HDD";"1024";"0";"Nvidia";"  GeForce GTX 1050";"linux";2.4;42517
545;"Asus";"Notebook";15.6;1366;768;0;"AMD";"E-Series 7110";"1.80";4;"HDD";"500";"0";"AMD";"  Radeon R2 Graphics";"windows";2.0;18595
546;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";"2.40";4;"SSD";"128";"0";"Intel";"  HD Graphics 620";"windows";2.1;37589
547;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";"2.50";4;"HDD";"500";"0";"Intel";"  HD Graphics 620";"windows";1.87;41825
548;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";"2.30";4;"HDD";"1024";"0";"Intel";"  HD Graphics 520";"N/A";2.15;24634
549;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";"2.00";4;"HDD";"500";"0";"Intel";"  HD Graphics 520";"windows";1.86;21152
550;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";"2.70";8;"SSD";"512";"0";"Intel";"  HD Graphics 620";"windows";1.99;92121
551;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";"2.00";4;"SSD";"128";"0";"Intel";"  HD Graphics 520";"windows";2.2;26587
552;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";1.9;59513
553;"Dell";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";"  GeForce GTX 1070";"windows";4.42;143803
554;"HP";"Notebook";17.3;1600;900;0;"Intel";"Core i3";"2.00";8;"HDD";"1024";"0";"Intel";"  HD Graphics 520";"windows";2.65;28992
555;"HP";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";"2.70";8;"HDD";"1024";"0";"Nvidia";"  GeForce 930MX";"windows";2.63;68198
556;"Asus";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";"1.10";4;"HDD";"500";"0";"Intel";"  HD Graphics 500";"linux";2.0;11935
557;"Mediacom";"Notebook";13.3;1920;1080;0;"Intel";"Atom x5-Z8350";"1.44";4;"Flash Storage";"32";"0";"Intel";"  HD Graphics";"windows";1.35;13586
558;"Lenovo";"Notebook";17.3;1600;900;0;"Intel";"Core i7";"2.70";6;"Hybrid";"128";"1024";"Nvidia";"  GeForce 940MX";"windows";2.8;50563
559;"HP";"Notebook";15.6;1920;1080;0;"AMD";"A10-Series A10-9620P";"2.50";6;"SSD";"128";"0";"AMD";"  Radeon 530";"windows";1.91;30311
560;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";"2.00";4;"HDD";"1024";"0";"AMD";"  Radeon R5 M420";"windows";2.18;32922
561;"Acer";"2 in 1 Convertible";11.6;1920;1080;1;"Intel";"Celeron Dual";"2.00";4;"Flash Storage";"32";"0";"Intel";"  HD Graphics 500";"windows";1.25;18595
562;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";"2.70";4;"SSD";"128";"0";"Intel";"  HD Graphics 620";"windows";2.05;33566
563;"HP";"Ultrabook";13.3;3200;1800;1;"Intel";"Core M";"1.20";16;"SSD";"512";"0";"Intel";"  HD Graphics 515";"windows";1.16;104695
564;"Lenovo";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";"2.80";8;"SSD";"256";"0";"Nvidia";"  Quadro M620M";"windows";3.4;159787
565;"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";"2.50";8;"Hybrid";"128";"1024";"Nvidia";"  GeForce GTX 1050";"windows";2.5;44702
566;"Dell";"Ultrabook";13.3;3840;2160;1;"Intel";"Core i5";"1.60";8;"SSD";"128";"0";"Intel";"  UHD Graphics 620";"windows";1.21;85195
567;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";"2.60";4;"HDD";"500";"0";"Intel";"  HD Graphics 620";"windows";1.93;51096
569;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Pentium Quad";"1.10";4;"HDD";"500";"0";"Intel";"  HD Graphics 505";"windows";2.2;18328
570;"Lenovo";"Notebook";14.0;1366;768;0;"Intel";"Core i5";"2.50";4;"HDD";"500";"0";"Intel";"  HD Graphics 620";"windows";2.02;52747
571;"HP";"Workstation";17.3;1600;900;0;"Intel";"Core i5";"2.80";8;"HDD";"500";"0";"Nvidia";"  Quadro M1200";"windows";3.14;99154
572;"HP";"Notebook";14.0;1366;768;0;"Intel";"Pentium Quad";"1.60";8;"HDD";"2048";"0";"Intel";"  HD Graphics 405";"windows";1.94;20726
573;"HP";"Notebook";15.6;1920;1080;0;"AMD";"A9-Series A9-9420";"3.00";6;"SSD";"256";"0";"AMD";"  Radeon 530";"windows";1.95;34579
574;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";2.3;44222
575;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";"1.60";4;"HDD";"500";"0";"Intel";"  HD Graphics 620";"windows";2.05;36497
576;"Mediacom";"Notebook";14.0;1920;1080;0;"Intel";"Atom x5-Z8350";"1.44";4;"SSD";"32";"0";"Intel";"  HD Graphics";"windows";1.4;13267
577;"Toshiba";"Ultrabook";14.0;1920;1080;1;"Intel";"Core i7";"2.70";16;"SSD";"512";"0";"Intel";"  HD Graphics 620";"windows";1.24;99367
578;"Lenovo";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";"2.70";32;"Hybrid";"256";"1024";"Nvidia";"  GeForce GTX 1070";"windows";4.6;141885
579;"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";"2.90";16;"Hybrid";"512";"1024";"Nvidia";"  GeForce GTX 1070";"windows";4.14;145401
580;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"AMD";"  Radeon R5 M430";"linux";2.2;39907
581;"Mediacom";"Notebook";14.0;1920;1080;0;"Intel";"Celeron Quad";"1.10";4;"SSD";"32";"0";"Intel";"  HD Graphics 500";"windows";1.45;20726
582;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";"2.60";8;"HDD";"500";"0";"Intel";"  HD Graphics 620";"windows";1.9;53734
583;"HP";"Notebook";13.3;1920;1080;0;"Intel";"Core i3";"2.40";4;"SSD";"128";"0";"Intel";"  HD Graphics 620";"windows";1.49;38308
584;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";"2.80";16;"SSD";"256";"0";"Nvidia";"  GeForce 930MX";"windows";1.93;81912
585;"Dell";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";"1.60";4;"Flash Storage";"16";"0";"Intel";"  HD Graphics 400";"other";1.26;15718
586;"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";"2.70";16;"Hybrid";"128";"1024";"Nvidia";"  GeForce GTX 980M";"windows";4.5;125155
587;"HP";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";"  GeForce GTX 1050";"windows";3.78;79813
588;"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";"2.60";12;"SSD";"256";"0";"Intel";"  HD Graphics 520";"windows";8.4;89137
589;"Lenovo";"Notebook";15.6;1366;768;1;"Intel";"Core i7";"1.80";12;"HDD";"1024";"0";"Intel";"  HD Graphics 620";"windows";2.2;32448
590;"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i5";"2.50";8;"Hybrid";"128";"1024";"Nvidia";"  GeForce GTX 1060";"windows";2.73;94306
591;"Asus";"2 in 1 Convertible";15.6;1366;768;1;"Intel";"Core i5";"2.50";8;"HDD";"1024";"0";"Intel";"  HD Graphics 520";"windows";2.2;39374
592;"Lenovo";"Notebook";15.6;1920;1080;0;"AMD";"A12-Series 9720P";"3.60";12;"SSD";"512";"0";"AMD";"  Radeon 530";"windows";2.2;50563
593;"Dell";"2 in 1 Convertible";31.6;1366;768;1;"Intel";"Core M";"1.00";4;"SSD";"128";"0";"Intel";"  HD Graphics 615";"windows";1.39;32128
594;"Samsung";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";"2.80";16;"Hybrid";"128";"1024";"Nvidia";"  GeForce GTX 1050";"windows";2.5;90523
595;"Lenovo";"Notebook";17.3;1920;1080;0;"Intel";"Core i3";"2.00";4;"HDD";"500";"0";"Intel";"  HD Graphics 520";"N/A";2.8;28185
596;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i3";"2.30";8;"HDD";"1024";"0";"Intel";"  HD Graphics 520";"windows";2.29;24456
597;"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";"2.70";8;"SSD";"512";"0";"Intel";"  HD Graphics 620";"windows";1.37;107892
598;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"  HD Graphics 630";"windows";1.7;78535
599;"Dell";"2 in 1 Convertible";12.5;1920;1080;1;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";1.34;88978
600;"Dell";"Workstation";15.6;1920;1080;1;"Intel";"Core i7";"2.80";8;"SSD";"256";"0";"Nvidia";"  Quadro M620";"windows";2.06;93933
601;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";1.84;64948
602;"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i3";"2.40";4;"HDD";"500";"0";"Intel";"  HD Graphics 620";"windows";2.1;35617
603;"Acer";"Notebook";14.0;1920;1080;0;"Intel";"Celeron Quad";"1.10";4;"Flash Storage";"32";"0";"Intel";"  HD Graphics 500";"windows";1.6;17529
604;"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";"2.70";16;"Hybrid";"128";"1024";"Nvidia";"  GeForce GTX 970M";"windows";4.14;117163
605;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";"2.00";4;"HDD";"1024";"0";"AMD";"  Radeon R5 M420";"linux";2.18;24775
606;"MSI";"Gaming";15.6;3840;2160;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"2048";"Nvidia";"  GeForce GTX 1060";"windows";1.8;122491
607;"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";"2.50";8;"SSD";"256";"0";"Intel";"  HD Graphics 520";"windows";2.2;74539
608;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";"2.50";6;"HDD";"1024";"0";"Intel";"  HD Graphics 620";"windows";2.4;30050
609;"Lenovo";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";"Core i7";"2.80";8;"SSD";"256";"0";"Intel";"  HD Graphics 630";"windows";2.0;69211
610;"Acer";"Notebook";14.0;1366;768;0;"Intel";"Pentium Quad";"1.60";4;"Flash Storage";"128";"0";"Intel";"  HD Graphics 405";"windows";1.6;18595
611;"Lenovo";"Notebook";15.6;3840;2160;0;"Intel";"Xeon E3-1535M";"3.10";32;"SSD";"1024";"0";"Nvidia";"  Quadro M2200M";"windows";2.5;261019
612;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";"2.60";16;"HDD";"1024";"0";"Nvidia";"  GeForce GTX 960<U+039C>";"windows";2.59;46834
613;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";"2.00";4;"HDD";"1024";"0";"Intel";"  HD Graphics 520";"linux";2.18;23651
614;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";"2.00";4;"HDD";"1024";"0";"Intel";"  HD Graphics 520";"linux";2.25;19128
615;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";"2.60";4;"HDD";"500";"0";"Intel";"  HD Graphics 620";"linux";1.93;46300
616;"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";"2.80";8;"Hybrid";"128";"1024";"Nvidia";"  GeForce GTX 1050";"windows";3.0;62231
618;"HP";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i7";"2.70";8;"SSD";"512";"0";"Intel";"  HD Graphics 620";"windows";1.84;74006
619;"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";"  GeForce GTX 1070";"windows";2.94;120832
620;"Acer";"2 in 1 Convertible";11.6;1366;768;1;"Intel";"Celeron Quad";"1.60";4;"Flash Storage";"32";"0";"Intel";"  HD Graphics 400";"other";1.25;20193
621;"HP";"Notebook";14.0;1366;768;0;"Intel";"Core i5";"2.60";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";2.31;59887
622;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";"2.30";8;"SSD";"256";"0";"Intel";"  HD Graphics 520";"windows";1.65;78055
623;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";"1.60";4;"HDD";"1024";"0";"AMD";"  Radeon 530";"windows";2.2;41345
624;"Fujitsu";"Notebook";15.6;1366;768;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";2.2;42571
625;"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i5";"2.30";4;"HDD";"500";"0";"Intel";"  HD Graphics 520";"windows";1.88;49657
627;"Mediacom";"Notebook";14.0;1920;1080;0;"Intel";"Atom x5-Z8350";"1.44";2;"Flash Storage";"32";"0";"Intel";"  HD Graphics";"windows";1.4;12734
628;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";"2.50";4;"SSD";"128";"0";"Intel";"  HD Graphics 620";"N/A";2.2;24935
629;"Asus";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";"2.50";6;"HDD";"1024";"0";"Intel";"  HD Graphics 620";"windows";1.5;34046
631;"Asus";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";"2.70";16;"SSD";"512";"0";"Intel";"  HD Graphics 620";"windows";11.1;101232
632;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";"  GeForce GTX 1050 Ti";"windows";2.62;78801
633;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";"1.60";4;"SSD";"256";"0";"Intel";"  UHD Graphics 620";"windows";1.8;44169
634;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";"2.00";4;"HDD";"1024";"0";"Nvidia";"  GeForce 920MX ";"windows";2.2;30849
635;"Asus";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";"1.10";8;"HDD";"1024";"0";"Intel";"  HD Graphics 500";"windows";2.0;21259
636;"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";"2.50";8;"HDD";"1024";"0";"Nvidia";"  GeForce GTX 1050";"windows";1.99;48305
637;"Dell";"Ultrabook";13.3;3200;1800;1;"Intel";"Core i5";"1.60";8;"SSD";"256";"0";"Intel";"  UHD Graphics 620";"windows";1.23;99580
638;"Lenovo";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";"1.60";2;"Flash Storage";"32";"0";"Intel";"  HD Graphics 400";"windows";1.42;13267
639;"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";1.37;93635
640;"Dell";"Notebook";15.6;3840;2160;1;"Intel";"Core i7";"2.80";16;"SSD";"1024";"0";"Nvidia";"  GeForce GTX 1050";"windows";2.06;127819
641;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";"2.80";8;"Hybrid";"128";"1024";"Nvidia";"  GeForce GTX 1050M";"windows";2.5;59088
642;"HP";"Notebook";17.0;1600;900;0;"AMD";"A9-Series 9420";"3.00";8;"HDD";"1024";"0";"AMD";"  Radeon R5";"windows";2.6;27754
643;"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";"2.70";16;"SSD";"512";"0";"Intel";"  HD Graphics 620";"windows";1.14;130536
644;"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";"2.80";8;"HDD";"1024";"0";"Nvidia";"  GeForce GTX 1050 Ti";"N/A";2.5;62284
645;"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i3";"2.00";4;"HDD";"500";"0";"Intel";"  HD Graphics 520";"windows";2.4;23976
646;"Lenovo";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";"1.60";4;"Flash Storage";"32";"0";"Intel";"  HD Graphics";"windows";1.43;14599
647;"Acer";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"  Graphics 620";"windows";1.8;48964
648;"Razer";"Gaming";14.0;1920;1080;0;"Intel";"Core i7";"2.80";16;"SSD";"256";"0";"Nvidia";"  GeForce GTX 1060";"windows";1.95;138475
649;"Toshiba";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";"2.30";8;"SSD";"256";"0";"Intel";"  HD Graphics 520";"windows";1.2;64629
650;"Lenovo";"Ultrabook";12.5;1920;1080;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";1.36;84396
651;"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";"2.70";32;"SSD";"512";"0";"Nvidia";"  GeForce GTX 1080";"windows";3.8;149131
652;"Acer";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";"2.50";8;"HDD";"1024";"0";"Nvidia";"  GeForce GTX 1050";"linux";2.4;37776
653;"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i5";"1.60";8;"SSD";"256";"0";"Intel";"  UHD Graphics 620";"windows";1.2;77251
654;"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";"2.80";8;"Hybrid";"128";"1024";"Nvidia";"  GeForce GTX 1050 Ti";"windows";2.2;63499
655;"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i3";"2.00";4;"HDD";"500";"0";"Intel";"  HD Graphics 520";"N/A";1.86;19442
656;"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";"2.50";8;"HDD";"500";"0";"Intel";"  HD Graphics 620";"windows";2.0;56690
657;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";"1.80";8;"SSD";"256";"0";"AMD";"  Radeon 530";"windows";6.2;48964
658;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";"1.80";16;"Hybrid";"256";"2048";"AMD";"  Radeon 530";"windows";2.2;60473
659;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";"2.60";8;"Hybrid";"128";"1024";"Nvidia";"  GeForce GTX 960";"windows";3.31;63723
660;"Dell";"Gaming";17.3;3840;2160;0;"Intel";"Core i7";"2.80";32;"Hybrid";"512";"1024";"Nvidia";"  GeForce GTX 1070";"windows";4.42;167692
661;"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";"2.40";8;"SSD";"256";"0";"Intel";"  HD Graphics 520";"windows";1.56;65481
662;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";"1.10";4;"HDD";"500";"0";"Intel";"  HD Graphics 500";"windows";2.2;22324
663;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";"2.30";4;"HDD";"500";"0";"Intel";"  HD Graphics 520";"windows";2.2;28505
664;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";"2.00";6;"HDD";"1024";"0";"AMD";"  Radeon R5 M430";"windows";2.04;28718
665;"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";"2.80";8;"Hybrid";"128";"1024";"Nvidia";"  GeForce GTX 1060";"windows";2.7;79215
666;"Toshiba";"Notebook";15.6;1366;768;0;"Intel";"Core i3";"2.10";4;"SSD";"128";"0";"Intel";"  HD Graphics 520";"windows";2.1;26533
668;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";"2.70";8;"HDD";"1024";"0";"AMD";"  Radeon 530";"windows";2.1;39694
669;"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";2.0;67026
670;"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i3";"2.00";4;"SSD";"128";"0";"Intel";"  HD Graphics 520";"linux";2.1;21951
671;"Microsoft";"Ultrabook";13.5;2256;1504;1;"Intel";"Core i7";"2.80";8;"SSD";"256";"0";"Intel";"  Iris Plus Graphics 640";"windows";1.25;99519
672;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";"2.50";8;"Hybrid";"128";"1024";"AMD";"  Radeon R5 M430";"windows";1.9;43580
